R,B_crit,B_crit_over_R,rb_km,rb_altitude_km,rb_over_lunar_distance,time_ratio_at_break_even,model_validity_flag
15.581686928452367,15.58183868620943,1.0000097394946876,104057.64255111951,97679.50625111951,0.2707014634524441,3.5764939341924444,lunar_third_body_caution
15.581690536511493,15.58182506649654,1.0000086338503984,104057.55159682046,97679.41529682046,0.2707012268387629,3.5764902932146,lunar_third_body_caution
15.581693735329392,15.581813016544343,1.000007655214958,104057.47112559728,97679.33482559728,0.2707010174963509,3.5764870705666088,lunar_third_body_caution
15.58169657132392,15.581802327298156,1.0000067871925082,104057.3997413543,97679.2634413543,0.27070083179332544,3.576484212149211,lunar_third_body_caution
15.581699085648035,15.581792821008175,1.0000060157342037,104057.3362570541,97679.19995705411,0.27070066664166,3.576481671627957,lunar_third_body_caution
15.58170131478694,15.581784429349502,1.0000053341134503,104057.2802164137,97679.1439164137,0.27070052085435403,3.576479427068821,lunar_third_body_caution
15.581703291087546,15.58177698238472,1.0000047293479921,104057.23048456786,97679.09418456786,0.27070039147910474,3.5764774355701827,lunar_third_body_caution
15.581705043227831,15.581770399971107,1.0000041944538864,104057.18652631258,97679.05022631258,0.27070027712360195,3.576475674221299,lunar_third_body_caution
15.581706596633001,15.581764512020934,1.0000037168834859,104057.14720577879,97679.01090577879,0.2707001748329313,3.5764741014695107,lunar_third_body_caution
15.58170797384443,15.581759331103203,1.0000032959967455,104057.11260690402,97678.97630690402,0.2707000848254527,3.576472715512951,lunar_third_body_caution
15.58170919484675,15.581754785534768,1.0000029259105947,104057.08225097845,97678.94595097845,0.2707000058558232,3.5764714969899103,lunar_third_body_caution
15.581710277357859,15.581750622335571,1.0000025892522062,104057.05444856676,97678.91814856677,0.27069993352904986,3.576470388107308,lunar_third_body_caution
15.581711237086006,15.581746958113818,1.0000022924970993,104057.02997839446,97678.89367839447,0.27069986987095335,3.5764694107405317,lunar_third_body_caution
15.581712087957754,15.581743817264833,1.0000020363171196,104057.00900337685,97678.87270337685,0.2706998153053508,3.5764685673430923,lunar_third_body_caution
15.581712842320055,15.581740952410174,1.0000018040436507,104056.98987148695,97678.85357148695,0.27069976553456543,3.5764678023950016,lunar_third_body_caution
15.581713511119412,15.58173836653462,1.000001595165717,104056.97260265755,97678.83630265755,0.2706997206104515,3.5764671143523596,lunar_third_body_caution
15.581714104060735,15.581736228943313,1.0000014199261025,104056.95832753145,97678.82202753145,0.2706996834743274,3.5764665375905405,lunar_third_body_caution
15.581714629748163,15.581734200809121,1.0000012560274285,104056.94478337489,97678.80848337489,0.270699648239789,3.5764659977229125,lunar_third_body_caution
15.581715095809912,15.581732455044294,1.0000011140772551,104056.93312491942,97678.79682491942,0.27069961791082053,3.576465530312836,lunar_third_body_caution
