R,B_crit,B_crit_over_R,rb_km,rb_altitude_km,rb_over_lunar_distance,time_ratio_at_break_even,model_validity_flag
15.581525172422575,15.582448584287413,1.00005926325277,104061.71553361339,97683.57923361339,0.2707120591405135,3.5766570191240135,lunar_third_body_caution
15.581547127530335,15.582365801042272,1.0000525412210506,104061.16269581897,97683.02639581898,0.27071062095686516,3.5766348828843824,lunar_third_body_caution
15.581566592397513,15.582292409411691,1.000046581774039,104060.67257650668,97682.53627650668,0.2707093459326396,3.5766152579484984,lunar_third_body_caution
15.58158384947766,15.58222733524671,1.0000412978407887,104060.23800236333,97682.10170236333,0.2707082154067725,3.576597857542613,lunar_third_body_caution
15.581599149187259,15.582169645757943,1.00003661348012,104059.85274409427,97681.71644409427,0.2707072131740226,3.5765824316119863,lunar_third_body_caution
15.581612713539503,15.582118504120098,1.0000324607336797,104059.51121326613,97681.37491326613,0.2707063246963219,3.5765687563576263,lunar_third_body_caution
15.581624739365914,15.582073155560435,1.000028778526118,104059.20836940368,97681.07206940369,0.2707055368610918,3.576556630608362,lunar_third_body_caution
15.581635401172559,15.582032959987977,1.0000255145756645,104058.93993789215,97680.80363789215,0.2707048385481065,3.5765458822481127,lunar_third_body_caution
15.58164485367229,15.581997311125079,1.000022620041472,104058.70186992678,97680.56556992678,0.2707042192245754,3.576536350365248,lunar_third_body_caution
15.58165323402978,15.581965716599326,1.0000200545195592,104058.49087737747,97680.35457737747,0.2707036703365699,3.5765279019819025,lunar_third_body_caution
15.581660663851908,15.58193770442894,1.0000177799133871,104058.30380828558,97680.16750828558,0.27070318368440577,3.576520411599525,lunar_third_body_caution
15.581667250952387,15.581912864210562,1.0000157629638868,104058.13792192153,97680.00162192153,0.2707027521381934,3.576513769680229,lunar_third_body_caution
15.58167309091625,15.58189085566735,1.000013975697592,104057.99094587019,97679.85464587019,0.2707023697863428,3.576507884167666,lunar_third_body_caution
15.581678268486872,15.581871336292195,1.0000123906938647,104057.86059282241,97679.72429282242,0.2707020306785182,3.57650266469119,lunar_third_body_caution
15.581682858795677,15.58185404218284,1.000010986193771,104057.74510040296,97679.60880040296,0.27070173022997646,3.576498039657523,lunar_third_body_caution
