R,regime,dv_hohmann_bar,dv_bielliptic_infinite_bar,dv_best_bar,best_endpoint,saving_bar,saving_m_s,best_endpoint_attainable
1.4047006369128583,hohmann_only,0.15514462286848713,0.7637016883659986,0.15514462286848713,B->R+,0.0,0.0,yes
1.4155182179819004,hohmann_only,0.15830023411795127,0.7623637095204714,0.15830023411795127,B->R+,0.0,0.0,yes
1.426419105100011,hohmann_only,0.16144036802105785,0.761030852987429,0.16144036802105785,B->R+,0.0,0.0,yes
1.4374039398059748,hohmann_only,0.16456502049842442,0.7597030991566323,0.16456502049842442,B->R+,0.0,0.0,yes
1.4484733685790583,hohmann_only,0.16767418805794876,0.7583804284929178,0.16767418805794876,B->R+,0.0,0.0,yes
1.4596280428770556,hohmann_only,0.17076786779574554,0.7570628215359105,0.17076786779574554,B->R+,0.0,0.0,yes
1.4708686191746296,hohmann_only,0.17384605739698178,0.7557502588997371,0.17384605739698178,B->R+,0.0,0.0,yes
1.4821957590019454,hohmann_only,0.176908755136607,0.7544427212727416,0.176908755136607,B->R+,0.0,0.0,yes
1.4936101289836035,hohmann_only,0.1799559598799823,0.7531401894172001,0.1799559598799823,B->R+,0.0,0.0,yes
1.5051124008778711,hohmann_only,0.18298767108340536,0.7518426441690387,0.18298767108340536,B->R+,0.0,0.0,yes
1.5167032516162176,hohmann_only,0.1860038887945339,0.7505500664375511,0.1860038887945339,B->R+,0.0,0.0,yes
1.528383363343152,hohmann_only,0.18900461365270715,0.7492624372051178,0.18900461365270715,B->R+,0.0,0.0,yes
1.5401534234563699,hohmann_only,0.19198984688916568,0.747979737526926,0.19198984688916568,B->R+,0.0,0.0,yes
1.552014124647207,hohmann_only,0.19495959032716992,0.7467019485306915,0.19495959032716992,B->R+,0.0,0.0,yes
1.563966164941406,hohmann_only,0.1979138463820181,0.7454290514163804,0.1979138463820181,B->R+,0.0,0.0,yes
1.5760102477401967,hohmann_only,0.20085261806096394,0.7441610274559329,0.20085261806096394,B->R+,0.0,0.0,yes
1.5881470818616925,hohmann_only,0.2037759089630345,0.7428978579929878,0.2037759089630345,B->R+,0.0,0.0,yes
1.6003773815826055,hohmann_only,0.20668372327874876,0.7416395244426074,0.20668372327874876,B->R+,0.0,0.0,yes
1.6127018666802833,hohmann_only,0.2095760657897376,0.7403860082910049,0.2095760657897376,B->R+,0.0,0.0,yes
1.6251212624750697,hohmann_only,0.21245294186826535,0.7391372910952715,0.21245294186826535,B->R+,0.0,0.0,yes
1.637636299872991,hohmann_only,0.21531435747665412,0.7378933544831048,0.21531435747665412,B->R+,0.0,0.0,yes
1.6502477154087705,hohmann_only,0.21816031916661072,0.7366541801525393,0.21816031916661072,B->R+,0.0,0.0,yes
1.6629562512891765,hohmann_only,0.22099083407845793,0.7354197498716765,0.22099083407845793,B->R+,0.0,0.0,yes
1.6757626554367009,hohmann_only,0.22380590994026922,0.7341900454784169,0.22380590994026922,B->R+,0.0,0.0,yes
1.6886676815335775,hohmann_only,0.22660555506690933,0.7329650488801924,0.22660555506690933,B->R+,0.0,0.0,yes
